longitude,latitude
43.731,-12.357
38.8,-17.067
41.583,-11.783
43.255,-11.626
47.667,-10.083
42.983,-22.334
45.948,-15.382
44.389,-12.154
41.633,-9.983
48.333,-13.275
35.584,-22.771
40.467,-10.767
35.807,-20.247
40.733,-15
35.433,-21.883
43.3,-15
35.283,-25.917
47.443,-14.503
46.017,-15.418
42.683,-16.766
35.381,-25.235
44.442,-15.483
39.733,-17.05
45.45,-13.35
48.206,-12.457
40.6,-12.342
45.8,-9.7
48.367,-13.417
43.218,-21.401
48.386,-12.644
42.475,-14.908
38.875,-17.232
48.289,-12.521
45.196,-12.845
43.086,-22.284
46.201,-15.35
45.195,-12.844
43.417,-12
50.05,-9.966
36.333,-19.667
48.182,-13.25
45.257,-12.768
45.174,-12.942
47.633,-13.367
48.2,-12.45
40.577,-12.34
45.104,-12.795
43.525,-18.566
43.567,-23.333
43.267,-11.633
48.156,-12.593
43.516,-12.4
45.86,-16.094
46.767,-25.483
35.26,-24.562
47.648,-14.058
37.717,-18.888
46.3,-15.3
48.112,-12.474
46.217,-9.378
43.261,-11.675
40.933,-11.466
44.35,-12.133
40.352,-11.346
40.367,-22.333
40.743,-15.031
43.035,-22.284
51.733,-10.366
43.241,-11.693
40.633,-10.75
45.16,-12.977
43.033,-22.284
44.816,-12.75
43.267,-11.583
44.25,-12.117
43.732,-23.508
45.516,-14.4
40,-19.4
35.483,-23.85
50.269,-15.303
46.2,-9.383
43.65,-12.4
43.016,-10.983
47.85,-13.067
46.21,-9.403
35.567,-22.567
48.387,-12.505
44.383,-12.167
47.735,-23.032
36.75,-18.982
39.711,-16.525
46.267,-15.333
46.028,-15.349
51.167,-10.117
45.217,-12.933
43.233,-11.683
48.457,-12.627
43.761,-23.497
51.066,-18.3
39.658,-16.468
43.7,-17.033
43.05,-22.2
43.55,-23.3
48.168,-12.868
35.9,-22.417
43.102,-22.317
43.433,-12.216
43,-18
48.191,-13.249
43.183,-11.683
48.458,-21.092
43.518,-23.6
45.291,-12.817
48.233,-12.5
46.986,-15.048
35.883,-20.433
48.191,-13.245
50.666,-9.666
43.485,-23.6
45.946,-15.399
48.178,-12.658
48.169,-12.717
50.937,-14.721
35.717,-23.783
40.333,-22.6
43.962,-16.327
45.117,-12.84
43.383,-14.267
45.198,-12.898
46.133,-13.333
47.7,-13.97
48.15,-12.883
48.14,-12.529
43.702,-12.385
43.501,-23.434
43.55,-12.483
45.268,-12.89
43.252,-11.687
40.966,-11.116
48,-20
35.251,-25.083
46.8,-9.266
47.351,-25.136
43.917,-18.9
40.79,-14.228
36.15,-22.5
43.25,-16.583
46.185,-15.317
43.283,-21.3
48.75,-13.4
40.667,-12.167
35.538,-21.583
48.167,-12.867
47.6,-11.533
44.987,-12.767
35.617,-22.917
47.234,-25.15
48.714,-15.834
46.202,-9.411
35.417,-23.683
36.9,-19.017
45.225,-12.943
50.946,-14.713
49.666,-12.05
44.6,-25.9
47.316,-13.6
39.705,-16.534
43.535,-23.586
43.833,-10.766
40.85,-10.466
48.611,-12.597
48.168,-12.735
40.586,-12.284
43.4,-12.016
48.234,-12.718
46.367,-9.417
50.7,-9.3
48.964,-15.622
51.2,-9.583
48.192,-11.533
43.253,-11.753
45.722,-15.531
38.53,-17.192
35.433,-23.633
43.158,-22.208
43.296,-11.372
46.986,-14.803
47.441,-14.494
49.5,-11.533
48.208,-12.649
46,-10.733
47.5,-12.066
44.417,-12.05
48.128,-12.875
47.633,-13.366
38.683,-17.083
45.783,-14.55
36.3,-19.85
48.248,-14.872
43.766,-15.333
45.146,-12.908
48.182,-13.249
35.567,-22.584
48.217,-12.721
43.242,-11.695
46.416,-9.6
50,-10
45.199,-12.898
44.367,-12.117
43.667,-23.35
40.6,-14.233
45.916,-14.416
48.19,-13.249
51.006,-9.425
44.167,-12.667
35.369,-23.68
41.733,-10.458
43.225,-17.7
45.107,-12.795
35.21,-24.518
43.183,-21.434
35.698,-22.817
47.521,-9.718
47.876,-12.56
37.25,-18.5
44.367,-12.133
43.7,-12.383
43.533,-11.333
36.317,-26.583
40.6,-12.217
43.233,-11.183
35,-20.233
49.117,-18.933
38.717,-17.717
45.287,-12.752
45.105,-12.795
48.242,-12.617
48.119,-14.708
43.675,-16.105
43.102,-22.318
46.204,-9.403
50.716,-12.583
45.217,-12.95
43.018,-22.252
36.35,-19.833
51.033,-9.233
43.534,-23.601
43.102,-22.331
48.168,-12.867
47.383,-25.117
49.4,-18.383
41.833,-18.917
46.202,-15.352
45,-20
35.558,-23.8
47.115,-25.149
45.55,-15.133
35.217,-21.533
50.717,-9.317
44.483,-11.183
49.95,-11.85
43.2,-22.033
40.79,-14.227
47.293,-25.217
42.683,-15.916
43.068,-22.417
44.35,-12.1
48.708,-13.408
43.1,-22.283
46.202,-9.414
45.962,-15.386
44.166,-15.583
35.3,-24.883
39.067,-17
47.462,-14.543
44.05,-12.667
46.083,-10
35.072,-25.525
43.657,-12.898
43.501,-23.6
43.85,-18.767
45.2,-12.967
35.7,-23.633
50.75,-9.433
40.5,-13.533
44.318,-12.189
49.4,-18.167
43.65,-22.483
40.583,-12.483
47.667,-9.433
43.1,-22.317
43.267,-11.35
40.55,-12.133
38,-26
48.25,-12.717
45.017,-11.817
42.308,-17.208
48.264,-13.283
46.248,-9.381
43.251,-11.7
43.669,-12.36
40.467,-15.483
43.069,-22.3
43.5,-11.1
37.7,-17.933
40.6,-13.567
44.75,-25.467
48.382,-13.436
41.666,-13.716
43.614,-23.288
47.55,-13.767
43.233,-11.7
36.117,-22.5
35.455,-25.498
45.703,-15.52
47.447,-14.484
50.354,-15.295
48.167,-12.45
46.433,-9.433
43.239,-11.675
40.716,-16.55
48.724,-12.663
41.833,-16.666
48.708,-12.543
44.719,-15.806
45.724,-15.563
45.734,-15.56
35.521,-23.793
50.305,-10.216
40.735,-15.038
45.16,-12.976
43.373,-11.375
43.01,-22.472
35.25,-25.083
45.109,-12.795
50.267,-14.883
48.132,-14.697
49.225,-11.433
36.35,-19.85
43.05,-11.8
46.184,-15.333
42.183,-16.716
50.35,-9.45
45.783,-26.05
45.333,-12.333
43.306,-23.302
40.32,-19.57
43.1,-22.333
43.316,-16.533
43.033,-17.583
46.394,-9.476
43.017,-22.303
50.933,-14.716
36.428,-18.977
44.383,-12.067
35.417,-23.917
49.583,-16.883
47.166,-9.716
41.6,-18.166
51.033,-11.6
45.067,-12.667
45.366,-9.466
44.517,-12.183
36.917,-19.15
47.6,-9.717
48.118,-12.472
45.953,-15.372
46.7,-12.133
45,-14
36.883,-17.867
45.699,-15.586
45.45,-26.117
49.733,-15.333
49.066,-10.8
43.65,-23.483
48.184,-12.322
44.167,-12.917
43.733,-18.55
47.912,-12.577
43.05,-11.5
51.2,-9.283
46.5,-9.717
43.119,-22.269
44.677,-25.727
45.85,-12.583
45.289,-12.817
40.6,-12.6
45.213,-12.982
43.15,-17.416
49.083,-18.917
41.483,-21.5
42.133,-17
43.558,-12.458
43.656,-12.398
43.067,-22.286
35.692,-21.245
41.983,-19.5
46.167,-15.3
35.6,-22.917
47.95,-9.733
49.383,-18.167
48.304,-13.374
42.767,-11.6
48.251,-12.717
45.736,-15.518
43.34,-11.86
46,-10
35.533,-25.217
48.244,-14.845
44.867,-26.1
35.413,-23.728
43.416,-16.25
51.003,-15.44
48.174,-13.689
44,-11.983
41.85,-17.116
43.283,-15
43.333,-11.867
46.364,-9.417
41.033,-15.025
47.968,-13.392
48.17,-13.365
44.972,-11.773
43.383,-15.6
48.377,-18.876
45.719,-15.587
46.05,-15.494
43.552,-23.35
47.567,-13.752
42,-16
48.866,-24.35
44.4,-12.15
48.5,-18.75
48.284,-12.589
35.25,-14.641
42.967,-18.083
49.5,-17
35.166,-24.416
36.672,-19.045
48.05,-12.817
43.133,-22.133
47.533,-10.983
45.116,-12.841
46.206,-9.379
43.816,-14.608
47.833,-19
48.218,-12.7
43.216,-11.592
47.101,-25.067
48.258,-12.498
48.28,-12.613
43.516,-16.825
48.186,-13.365
45.267,-12.8
50.8,-10.15
46.333,-15.633
41.116,-17.233
49.383,-18.166
43.475,-12.316
40.666,-18.666
48.189,-12.883
48.233,-12.717
48.7,-13.4
50.993,-10.165
50.083,-16.317
49.176,-13.213
35.833,-20.417
51.133,-10.333
40.55,-12.283
42.233,-16.666
52.5,-20
48.083,-11.833
48.154,-13.312
43.118,-22.268
43.716,-17.25
43.65,-12.383
44.333,-12.133
48.219,-13.397
43.218,-21.4
43.293,-11.383
46.15,-15.35
49.678,-16.25
47.883,-12.546
45.1,-12.927
46.1,-25.167
42.966,-18.025
47.633,-13.516
46.215,-9.379
48.225,-13.405
47.117,-25.05
48.344,-12.429
43.467,-23.55
43.442,-11.608
46.033,-15.4
47.833,-22.833
46.183,-15.333
40.577,-12.252
43.158,-16.85
46.55,-9.75
40.65,-10.75
35.05,-24.517
40.647,-12.81
51.033,-9.433
51.233,-9.216
45,-11.25
48.533,-11.633
46.033,-15.401
45.139,-12.897
48.222,-13.292
35.133,-25.5
46,-9.5
40.6,-12.333
51.516,-9.6
43.067,-22.317
43.284,-21.3
51.483,-10
36.366,-11.566
38.167,-17.233
46.114,-15.492
45.741,-15.518
35.167,-25.25
47.3,-11.633
46.233,-9.366
49.225,-11.733
40.508,-12.961
43.265,-11.534
47.233,-10.23
48.967,-19.333
40.633,-12.333
45.928,-15.393
43.068,-22.235
40.916,-16.35
43.35,-21.783
48.718,-12.703
46.21,-9.397
50.278,-15.301
44.383,-12.133
47.617,-13.833
49.858,-10.237
46.034,-15.444
43.067,-22.183
39.75,-17.942
44.702,-25.666
45.483,-19.812
36.705,-24.202
41,-15.166
36.333,-19.15
45.27,-12.793
47,-25.017
48.25,-12.567
49.15,-18.817
38.401,-17.532
53.583,-21.117
44.333,-12.117
43.034,-22.3
41.65,-12.433
46.333,-15.733
51.05,-9.816
48.6,-19.5
47.368,-25.15
43.883,-16.183
52.317,-9.95
42.85,-16.433
43.233,-17.317
45.145,-12.908
43.033,-22.317
51.194,-10.123
48.2,-12.65
42.933,-17.416
41.633,-16.866
43.083,-22.3
43,-22.083
46.333,-9.833
49.208,-11.933
45.104,-12.796
48.15,-12.583
48.168,-15.301
40.7,-14.183
44.158,-12.15
43.3,-11.367
47.084,-25.034
42.983,-22.333
48.292,-13.407
45.708,-15.579
47.233,-9.616
35.379,-23.874
48.245,-13.478
48.283,-13.317
45.266,-12.884
51.025,-9.514
45.702,-15.56
48.858,-11.633
46.202,-9.384
48.051,-12.802
43.683,-16.667
46.617,-25.483
51.037,-9.516
35.717,-20.5
48.85,-11.792
43.683,-12.383
41.933,-17.5
44.667,-25.75
42.45,-10.466
44.317,-12.183
48.167,-12.733
51.216,-9.5
36.683,-19.133
47,-10
43.667,-23.667
43.133,-17.338
40.597,-12.327
41.916,-16.666
40.938,-13.766
47.484,-13.734
35.124,-20.183
52.767,-10.683
45.106,-12.795
47.899,-12.548
42.5,-17.566
48.092,-12.812
45.92,-12.6
46.986,-14.84
46.2,-9.367
44.85,-13.483
38.45,-17.55
50.7,-9.616
48.201,-12.452
41.8,-16.083
51.397,-20.2
42.416,-18.3
48.2,-12.467
35.533,-24.117
40.592,-13.006
40.7,-10.516
46.75,-25.5
45.195,-12.843
46.918,-25.069
47.217,-25.317
38.4,-17.533
51.666,-9.833
45,-13
45.295,-12.807
50.916,-9.933
50.222,-15.304
43.239,-11.716
40.842,-12.3
42,-18.433
45.25,-12.767
44.95,-25.433
36.795,-19.078
40.666,-12.35
43.65,-17.033
48.658,-13.408
42.395,-15.421
40.017,-16.35
41.3,-14.683
50.946,-14.725
48.234,-12.701
43.55,-23.333
46.816,-9.5
48.373,-18.874
51.016,-12.383
49.616,-12.116
44.867,-25.633
48.101,-12.85
43.383,-17.967
40.663,-10.866
47.892,-12.559
42.923,-16.833
48.208,-12.536
43.827,-15.023
44.73,-20.391
40.583,-11.983
48.083,-12.817
39.5,-23.65
42.084,-17.983
43.167,-18
43.333,-11.667
47.284,-12.6
45.908,-15.709
35.333,-21.617
47.851,-13.067
46,-9.6
51.45,-9.966
50.816,-9.716
36.083,-19.817
38.433,-17.417
47.083,-9.716
44.383,-15.867
47.484,-13.802
45.367,-24.3
48.4,-11.483
45.233,-12.95
44.38,-12.12
43.533,-23.6
45.25,-13.033
51.95,-23.45
48.317,-13.372
44.35,-12.566
43.167,-21.783
35.5,-21.666
47.368,-22.363
43.666,-12.352
43,-11
36.075,-21.992
53.583,-9.292
49.419,-12.017
35.252,-25.09
45.116,-12.84
50.976,-14.807
47.421,-21.259
43.001,-22.3
43.056,-22.325
43.067,-22.417
44.783,-15.183
42.985,-22.317
41.616,-16
49.662,-23.423
49.266,-10.25
40.566,-15.933
48.267,-12.683
51.042,-14.9
36.5,-18.833
47.516,-9.95
35.75,-24.033
43.516,-23.602
42.65,-15.4
42.39,-15.491
44.558,-12.408
47.1,-25.033
47.285,-25.217
48.97,-11.447
48.239,-13.388
40.783,-15.05
43.2,-17.667
46.207,-9.4
46.252,-9.395
48.183,-12.75
46.514,-9.736
49.116,-11.116
50.263,-15.304
48.183,-13.35
43.633,-12.383
52.767,-16.413
53.137,-12.277
48.3,-12.667
47.017,-25.017
45.268,-12.887
43.068,-22.352
45.666,-14.05
49.166,-11.433
50.483,-10.366
45.983,-15.417
45.258,-12.77
46.205,-9.543
47.3,-12.125
46.354,-9.378
51.009,-9.373
45.792,-14.558
48.268,-12.651
43.033,-22.267
48.035,-12.817
35.767,-24.317
49.216,-11.766
45.213,-12.981
44.25,-12.091
42.508,-17.792
40.603,-12.6
43.55,-23.601
46.986,-14.87
45.05,-12.783
35.274,-14.478
43.458,-11.983
46.35,-9.716
44.1,-25.033
43.469,-23.601
42.512,-18.425
40.533,-21.4
47.25,-9.733
36.33,-19.15
38.733,-17.05
42.833,-22.283
41.233,-15.05
42.7,-17.05
41.8,-20.416
45.097,-12.838
48.233,-12.701
44.318,-12.183
35.917,-20.517
48.284,-12.552
40.483,-10.692
47.448,-14.532
48.792,-13.299
43.033,-22.218
45.8,-10
44,-26
45.72,-15.57
49.517,-17.667
45.193,-12.841
35.367,-19.567
48.936,-12.818
50.017,-16.117
40.624,-12.331
43.823,-12.898
43.767,-16.217
43.253,-11.444
48.212,-13.401
40.383,-26.533
50.985,-9.573
48.151,-12.667
35.183,-24.983
35.417,-19.5
50.716,-9.366
48.214,-12.772
46.207,-9.393
36.217,-18.672
35.2,-24.533
34.991,-14.108
36.216,-18.821
48.183,-12.717
46.244,-12.4
44.392,-15.867
35.2,-25.433
46.167,-15.417
45.208,-12.975
50.7,-12.883
35.2,-24.517
43.229,-11.716
36.73,-19.045
43.25,-11.75
48.15,-12.833
47.534,-13.668
43.733,-16.733
48.212,-13.322
44.158,-12.725
36.308,-19.858
43.472,-12.392
50.783,-9.316
43.383,-11.867
35.446,-21.642
47.75,-10.1
45.161,-12.976
38.841,-17.04
46.75,-16.467
35.793,-20.555
49.617,-15.567
35.517,-22.917
51.683,-11.433
48.267,-12.717
47.316,-9.9
40.617,-13.9
48.046,-19.705
47.434,-14.49
45.308,-14.258
35.333,-24.483
44.15,-16.05
35.52,-24.655
40.65,-12.333
40.6,-14.217
42.854,-22.333
40.983,-11
46.2,-15.317
49,-12
48.236,-13.319
47.423,-14.537
48.331,-13.347
47.371,-22.407
40.633,-14.483
50.95,-10.383
43.092,-22.384
46.25,-15.983
47.516,-24.9
48.217,-12.867
47.083,-25.05
48.202,-12.702
48.1,-12.835
42.208,-15.12
38.651,-16.957
46.2,-15.3
38.683,-17.05
48.218,-12.717
46.208,-9.393
48.166,-13.683
40.583,-15.033
35.717,-23.467
43.05,-22.217
45.202,-12.832
38.683,-17.2
40.65,-15.05
40.683,-19.616
52.466,-12.016
45.467,-13.333
49.833,-15.833
40.577,-12.25
40.892,-18.308
48.25,-12.652
40.625,-12.34
52.817,-10.067
40.683,-14.167
48.825,-12.108
49.667,-15.617
43.966,-24.533
44.083,-25
48.367,-13.432
48.289,-12.817
50.5,-9.9
43.567,-25.75
46.242,-9.375
35.675,-21.233
35.7,-21.167
37.517,-18.233
43.467,-12.383
49.083,-16
44.38,-12.15
43.103,-22.3
51.125,-12.833
48.667,-13.333
42.052,-11.421
49.033,-12.333
40.667,-10.867
50.95,-13.05
35,-20
44.7,-15.483
46.017,-15.433
52,-10
40.333,-25.817
40.633,-14.55
47,-25.167
43.485,-23.433
48.45,-20.083
44,-12.5
46.033,-9.433
48.233,-12.683
48.3,-12.566
47.325,-9.7
44.616,-10
53.167,-25.467
46.833,-14.666
43.662,-12.414
43.706,-12.39
48.167,-12.717
43.102,-22.322
51.014,-9.441
43.9,-16.2
47.833,-13.583
48.252,-12.718
50.042,-9.783
53.451,-24.74
37.3,-18.683
40.567,-12.4
53.393,-20.268
43.533,-18.3
35,-21
43.645,-12.415
47.55,-9.916
46.667,-13.683
36.102,-18.677
43.589,-23.355
47.892,-13.375
40.633,-10.707
40.592,-12.489
46.445,-9.362
46.216,-9.4
39.75,-16.808
46.45,-9.616
48.18,-13.38
40.521,-12.959
49.656,-12.398
51.266,-10.116
42.083,-12.183
46.35,-9.216
42.333,-15.2
44.42,-12.05
48.35,-12.485
42.666,-16.183
48.417,-12.733
40.875,-13.016
44.433,-14.15
35.5,-13.35
35.7,-22.817
48.99,-12.645
46.717,-12.933
35.817,-20.5
48.212,-13.396
42.231,-15.105
46.8,-9.866
50.998,-9.537
50.338,-12.316
35.468,-21.534
51.483,-9.533
38.75,-17.117
47.653,-15.796
50.7,-9.7
48.217,-12.7
43.625,-23.208
43.268,-11.564
48.242,-13.385
51.167,-10.167
40.617,-17.367
43.317,-17.767
40.616,-12.333
48.333,-21.216
35.45,-21.636
34.962,-14.13
36.817,-25.117
48.25,-12.667
51.032,-9.223
46.2,-15.333
35.967,-21.667
41.716,-13.033
40.633,-14.533
40.428,-10.487
48.167,-13.583
43.766,-16.216
47.444,-14.494
35.683,-19.2
47.022,-11.055
48.3,-12.483
40.571,-12.328
45.102,-12.928
52.518,-27.301
48.775,-19.992
44.383,-12.117
49.433,-12.1
48.768,-19.992
36.166,-21.5
37.178,-18.221
42.52,-17.68
48.153,-12.468
43.75,-12.317
51.716,-12.166
35.758,-24.042
48.2,-13.4
43.667,-23.5
47.937,-12.952
45.267,-12.885
51.666,-11.566
49.883,-15.95
35.275,-20.242
40.607,-12.493
37.35,-18.45
48.55,-11.858
48.526,-12.615
43.005,-22.457
51.116,-10.137
49.957,-15.682
35.497,-25.266
36.917,-18.217
41.45,-27.466
35.658,-21.692
50.44,-15.386
39.808,-18.558
51.5,-10.316
40.25,-24.533
49.784,-14.513
43.083,-22.383
36.217,-18.822
44.409,-12.167
35.65,-21.917
48.168,-12.768
49.6,-19.666
48.844,-12.078
